state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
NY,67,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,short-term,308,523.1999999999999,1.6987012987012984
NH,19,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,short-term,282,654.4,2.3205673758865246
VA,170,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,long-term,311,639.3,2.0556270096463023
NM,73,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,short-term,372,724.0,1.946236559139785
NY,106,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,mid-term,316,421.5,1.3338607594936709
AZ,93,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,mid-term,300,578.3,1.9276666666666664
WY,164,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,long-term,349,510.9,1.4638968481375358
WA,51,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,short-term,311,651.0,2.0932475884244375
CO,107,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,mid-term,294,426.5,1.4506802721088434
TX,130,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,mid-term,282,505.6,1.7929078014184399
KY,80,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,short-term,270,613.2,2.2711111111111113
MT,94,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,mid-term,337,490.7,1.4560830860534124
OK,118,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,mid-term,251,575.2,2.2916334661354583
MD,117,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,mid-term,264,555.6,2.1045454545454545
TN,78,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,short-term,360,593.4,1.6483333333333332
TX,208,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,long-term,282,684.5,2.4273049645390072
ME,131,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,mid-term,325,747.9,2.301230769230769
DC,63,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,short-term,259,505.7,1.9525096525096524
MN,53,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,short-term,378,616.1,1.62989417989418
DE,62,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,short-term,325,755.5,2.3246153846153845
MD,97,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,mid-term,290,642.5,2.2155172413793105
MI,105,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,mid-term,243,536.2,2.206584362139918
WA,157,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,mid-term,278,608.3,2.1881294964028775
MO,66,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,short-term,270,506.9,1.8774074074074074
IN,122,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,mid-term,254,507.50000000000006,1.9980314960629924
OR,38,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,short-term,279,604.4000000000001,2.166308243727599
MD,106,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,mid-term,289,625.9000000000001,2.1657439446366786
RI,99,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,mid-term,290,690.0,2.3793103448275863
LA,99,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,mid-term,279,584.9,2.096415770609319
AZ,144,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,mid-term,297,645.4000000000001,2.1730639730639734
PA,82,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,mid-term,305,522.1,1.7118032786885247
AZ,86,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,mid-term,378,527.5,1.3955026455026456
FL,70,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,short-term,306,528.0,1.7254901960784315
LA,93,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,mid-term,322,583.0999999999999,1.810869565217391
FL,93,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,mid-term,285,510.3,1.7905263157894737
FL,120,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,mid-term,253,669.5999999999999,2.6466403162055334
MD,136,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,mid-term,353,668.3,1.8932011331444758
AL,106,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,mid-term,326,521.8,1.6006134969325152
WA,81,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,short-term,313,548.4,1.752076677316294
TN,127,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,mid-term,285,585.4,2.0540350877192983
MS,65,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,short-term,312,629.2,2.0166666666666666
ME,35,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,short-term,339,565.8,1.6690265486725662
OK,88,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,mid-term,286,469.6,1.641958041958042
IN,65,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,short-term,328,698.0,2.1280487804878048
MO,123,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,mid-term,299,673.1,2.251170568561873
IA,126,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,mid-term,300,452.29999999999995,1.5076666666666665
VA,104,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,mid-term,330,637.6,1.9321212121212121
KY,45,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,short-term,284,673.0999999999999,2.370070422535211
MD,93,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,mid-term,283,659.0,2.3286219081272086
OH,63,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,short-term,313,687.9,2.19776357827476
OK,100,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,mid-term,344,601.0,1.747093023255814
NV,53,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,short-term,297,543.4000000000001,1.82962962962963
ID,92,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,mid-term,362,646.5999999999999,1.786187845303867
MN,139,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,mid-term,329,539.3000000000001,1.6392097264437693
SD,110,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,mid-term,329,556.3,1.6908814589665653
IL,110,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,mid-term,316,467.5,1.4794303797468353
WY,215,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,long-term,349,431.1,1.2352435530085961
AL,73,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,short-term,289,500.59999999999997,1.7321799307958476
NJ,138,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,mid-term,293,503.8,1.7194539249146759
NV,137,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,mid-term,278,492.29999999999995,1.770863309352518
IN,36,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,False,short-term,331,711.6,2.1498489425981875
WV,85,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,False,mid-term,254,596.2,2.347244094488189
VA,108,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,True,mid-term,234,821.2,3.50940170940171
SC,22,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,False,short-term,296,479.1,1.6185810810810812
RI,107,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,False,mid-term,288,424.0,1.4722222222222223
IN,51,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False,short-term,218,647.9,2.972018348623853
AZ,94,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,mid-term,280,630.1,2.2503571428571427
NM,119,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,mid-term,363,660.4,1.8192837465564737
OR,33,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,True,short-term,258,554.5,2.14922480620155
NJ,106,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False,mid-term,343,571.7,1.6667638483965015
MS,82,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,False,mid-term,281,612.3,2.179003558718861
MI,86,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,mid-term,293,585.9,1.9996587030716724
TX,97,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,False,mid-term,280,595.0,2.125
FL,106,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,mid-term,305,555.5,1.821311475409836
DC,108,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,False,mid-term,331,542.5,1.6389728096676737
TX,114,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False,mid-term,299,528.0,1.765886287625418
KS,92,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,mid-term,317,464.9,1.4665615141955834
UT,59,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False,short-term,282,559.9,1.9854609929078013
MN,24,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False,short-term,270,605.4000000000001,2.2422222222222223
IL,151,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False,mid-term,261,501.5,1.921455938697318
NM,117,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False,mid-term,307,539.8,1.7583061889250813
SC,78,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,short-term,319,630.5,1.9764890282131662
NC,155,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,mid-term,253,603.5,2.3853754940711465
WV,114,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False,mid-term,253,757.8,2.9952569169960475
RI,114,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False,mid-term,311,651.2,2.0938906752411577
NH,119,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False,mid-term,265,572.7,2.1611320754716985
MO,64,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,short-term,294,378.0,1.2857142857142858
MA,118,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False,mid-term,318,520.2,1.6358490566037738
PA,101,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False,mid-term,322,681.4,2.116149068322981
OK,117,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False,mid-term,308,515.6,1.6740259740259742
AL,49,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False,short-term,285,655.8,2.3010526315789472
WY,139,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False,mid-term,301,630.4000000000001,2.0943521594684387
PA,92,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False,mid-term,283,585.0999999999999,2.067491166077738
WA,83,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,mid-term,306,575.7,1.881372549019608
HI,148,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False,mid-term,272,630.2,2.3169117647058823
SD,144,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,mid-term,269,527.4000000000001,1.9605947955390337
AL,131,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False,mid-term,249,672.8,2.702008032128514
VT,146,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False,mid-term,339,646.2,1.906194690265487
MT,143,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,mid-term,324,534.5,1.6496913580246915
MN,81,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,short-term,272,602.6,2.215441176470588
AK,48,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False,short-term,279,515.7,1.8483870967741938
MI,86,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False,mid-term,279,750.3,2.6892473118279567
DE,71,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False,short-term,273,660.8,2.4205128205128204
SD,145,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,mid-term,300,575.3,1.9176666666666664
MI,137,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False,mid-term,308,528.9,1.7172077922077922
KS,137,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False,mid-term,258,705.1,2.7329457364341088
AL,167,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False,long-term,249,595.2,2.3903614457831326
OK,89,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True,mid-term,298,876.9,2.9426174496644295
CT,199,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False,long-term,314,749.3,2.386305732484076
NE,132,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False,mid-term,314,353.7,1.1264331210191083
WI,94,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False,mid-term,332,517.8,1.5596385542168674
CT,96,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,mid-term,295,508.9,1.7250847457627119
WI,96,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False,mid-term,269,565.6,2.1026022304832717
IN,166,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False,long-term,376,600.9000000000001,1.5981382978723406
DC,74,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False,short-term,235,475.79999999999995,2.0246808510638297
AR,36,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False,short-term,274,582.3,2.125182481751825
ME,113,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False,mid-term,337,641.3,1.902967359050445
MN,94,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,mid-term,300,669.0999999999999,2.230333333333333
MD,67,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False,short-term,272,477.5,1.755514705882353
FL,127,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True,mid-term,393,738.6000000000001,1.8793893129770995
RI,121,no,no,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True,mid-term,263,817.9,3.109885931558935
IA,158,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False,mid-term,309,691.6,2.2381877022653724
AZ,136,no,no,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False,mid-term,284,559.7,1.970774647887324
MO,196,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False,long-term,293,656.6,2.2409556313993173
VT,113,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True,mid-term,334,754.4000000000001,2.258682634730539
IN,122,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True,mid-term,295,645.1,2.186779661016949
RI,112,no,no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False,mid-term,290,568.1,1.9589655172413794
SD,209,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False,long-term,294,669.0999999999999,2.275850340136054
MN,62,no,no,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True,short-term,305,734.4,2.4078688524590164
TX,110,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False,mid-term,296,615.7,2.0800675675675677
VA,16,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False,short-term,226,595.2,2.633628318584071
MA,73,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False,short-term,335,579.4,1.72955223880597
ID,128,no,no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False,mid-term,317,585.0,1.8454258675078865
MA,39,no,no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False,short-term,324,490.5,1.5138888888888888
GA,103,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False,mid-term,281,551.9,1.9640569395017793
RI,119,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False,mid-term,256,522.2,2.03984375
ID,173,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False,long-term,316,717.3,2.2699367088607594
SD,128,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True,mid-term,256,567.2,2.215625
MA,86,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False,mid-term,254,722.9,2.8460629921259843
WY,114,no,yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False,mid-term,273,535.4,1.961172161172161
VA,104,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False,mid-term,294,630.5,2.1445578231292517
OR,148,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False,mid-term,317,584.5,1.8438485804416405
VA,129,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False,mid-term,324,607.0,1.873456790123457
ME,100,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False,mid-term,329,430.6,1.3088145896656536
AL,121,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False,mid-term,206,475.29999999999995,2.307281553398058
GA,143,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False,mid-term,316,631.0,1.9968354430379747
IA,76,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False,short-term,312,603.8,1.93525641025641
AZ,158,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False,mid-term,282,525.5,1.8634751773049645
FL,116,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False,mid-term,327,635.2,1.942507645259939
MT,54,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True,short-term,268,718.6999999999999,2.6817164179104473
AL,86,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,True,mid-term,366,463.79999999999995,1.2672131147540981
DE,108,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,False,mid-term,264,640.0,2.4242424242424243
MT,66,no,no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,False,short-term,262,587.3,2.241603053435114
KY,151,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,False,mid-term,231,522.3,2.261038961038961
SC,99,no,no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,False,mid-term,251,610.9,2.433864541832669
WA,55,no,no,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,False,short-term,367,673.5,1.835149863760218
OR,77,no,no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,False,short-term,302,713.0,2.3609271523178808
AK,78,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,False,short-term,296,599.8,2.026351351351351
GA,89,no,no,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,True,mid-term,260,652.2,2.5084615384615385
MN,101,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,False,mid-term,361,714.8,1.9800554016620497
IL,44,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,False,short-term,252,611.2,2.4253968253968257
IN,98,no,yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,False,mid-term,268,485.5,1.8115671641791045
SC,64,no,yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,False,short-term,294,403.9,1.3738095238095238
VA,141,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,False,mid-term,370,574.4,1.5524324324324323
WI,81,no,yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,False,short-term,308,545.9000000000001,1.7724025974025976
VT,162,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,False,mid-term,327,562.5,1.7201834862385321
AZ,83,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,False,mid-term,334,445.80000000000007,1.334730538922156
FL,100,no,no,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,True,mid-term,204,455.79999999999995,2.2343137254901957
AK,59,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,False,short-term,299,617.1,2.0638795986622074
AR,179,yes,yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,False,long-term,234,691.7,2.955982905982906
AR,79,no,no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,False,short-term,331,425.79999999999995,1.2864048338368579
AK,117,no,no,0,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,False,mid-term,265,590.6,2.228679245283019
MS,64,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,True,short-term,259,648.9,2.5054054054054054
ME,31,no,no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,False,short-term,296,459.09999999999997,1.5510135135135135
CA,124,yes,no,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,False,mid-term,283,639.4,2.259363957597173
NM,122,no,yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,False,mid-term,313,483.9,1.5460063897763578
NE,37,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,False,short-term,287,475.09999999999997,1.6554006968641113
SC,90,no,yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,False,mid-term,309,593.1999999999999,1.9197411003236244
CO,159,yes,no,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,True,mid-term,262,752.3,2.8713740458015264
DE,148,no,no,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,False,mid-term,263,557.1,2.118250950570342
OH,39,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,False,short-term,365,596.1,1.633150684931507
MS,77,no,no,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,False,short-term,361,642.8,1.7806094182825483
OK,194,no,no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,False,long-term,287,568.1,1.9794425087108014
